AB2F000003,AB2F100003,28x112x127,Ø28 x Ø34 x 68,GM,D,FUSO,"FIGHTER, CANTER",2,24,$6.50,$9.43
,,,,,,,"CANTER, HD",,,,
AB2F000004,AB2F100004,28x120x135,Ø28 x Ø34 x 68,GM,P,FUSO/HYUNDAI,,2,24,$6.93,$9.85
