AA/A3660181,77,5,Unnamed: 0,M22 x 1.50,Unnamed: 1,CAJA,100 PZA,Unnamed: 2
AA/A366019,86,,50 JGO,$5.00,$5.95,P. V.,$1.63,7⁄8” - 14
