"TORNILLO STOVE BOLT CAB. FLAT PULGADA - AC.INOX 304",08,"1/2"""
"TORNILLO STOVE BOLT CAB. FLAT PULGADA - AC.INOX 304",10,"5/8"""
"TORNILLO STOVE BOLT CAB. FLAT PULGADA - AC.INOX 304",12,"3/4"""
"TORNILLO STOVE BOLT CAB. FLAT PULGADA - AC.INOX 304",16,"1"""
"TORNILLO STOVE BOLT CAB. FLAT PULGADA - AC.INOX 304",24,"1 1/4"""
"TORNILLO STOVE BOLT CAB. FLAT PULGADA - AC.INOX 304",26,"1 1/2"""
"TORNILLO STOVE BOLT CAB. FLAT PULGADA - AC.INOX 304",32,"2"""
"TORNILLO STOVE BOLT CAB. FLAT PULGADA - AC.INOX 304",34,"2 1/2"""
"TORNILLO STOVE BOLT CAB. FLAT PULGADA - AC.INOX 304",36,"3"""
