PERNO HEXAGONAL PULGADA UNC - AC. INOX 304,18,"4 1/2"""
PERNO HEXAGONAL PULGADA UNC - AC. INOX 304,20,"5"""
PERNO HEXAGONAL PULGADA UNC - AC. INOX 304,24,"6"""
PERNO HEXAGONAL PULGADA UNC - AC. INOX 304,,"6 1/2"""
PERNO HEXAGONAL PULGADA UNC - AC. INOX 304,28,"7"""
PERNO HEXAGONAL PULGADA UNC - AC. INOX 304,32,"8"""
PERNO HEXAGONAL PULGADA UNC - AC. INOX 304,36,"9"""
PERNO HEXAGONAL PULGADA UNC - AC. INOX 304,40,"10"""
