"TORNILLO AUTOPERFORANTE CAB. HEXAGONAL PULGADA - AC. INOX 304",12,"3/4"""
"TORNILLO AUTOPERFORANTE CAB. HEXAGONAL PULGADA - AC. INOX 304",16,"1"""
"TORNILLO AUTOPERFORANTE CAB. HEXAGONAL PULGADA - AC. INOX 304",26,"1 1/2"""
"TORNILLO AUTOPERFORANTE CAB. HEXAGONAL PULGADA - AC. INOX 304",32,"2"""
