REMACHE CIEGO ALA ANCHA,01,"7/32"" - (5.6)"
REMACHE CIEGO ALA ANCHA,08,"1/2"" - (12.7)"
REMACHE CIEGO ALA ANCHA,10,"5/8"" - (15.9)"
REMACHE CIEGO ALA ANCHA,12,"3/4"" - (19)"
REMACHE CIEGO ALA ANCHA,15,"15/16"" - (23.8)",
REMACHE CIEGO ALA ANCHA,16,"1"" - (25.4)"
REMACHE CIEGO ALA ANCHA,17,"1 1/16"" - (26.9)",
