TORNILLO DRYWALL TRONCO CONICO,,10,3.5 x 9.5
TORNILLO DRYWALL TRONCO CONICO,,13,3.5 x 13
TORNILLO DRYWALL TRONCO CONICO,,19,3.5 x 19
TORNILLO DRYWALL TRONCO CONICO,,25,3.5 x 25
