PRISIONERO ALLEN PULGADA UNC - AC. INOX 304,03,"3/16"""
PRISIONERO ALLEN PULGADA UNC - AC. INOX 304,04,"1/4"""
PRISIONERO ALLEN PULGADA UNC - AC. INOX 304,05,"5/16"""
PRISIONERO ALLEN PULGADA UNC - AC. INOX 304,16,"1"""
