AUTORROSCANTE CAB. PAN,06,"3/8"""
AUTORROSCANTE CAB. PAN,08,"1/2"""
AUTORROSCANTE CAB. PAN,10,"5/8"""
AUTORROSCANTE CAB. PAN,12,"3/4"""
AUTORROSCANTE CAB. PAN,16,"1"""
AUTORROSCANTE CAB. PAN,24,"1 1/4"""
AUTORROSCANTE CAB. PAN,26,"1 1/2"""
AUTORROSCANTE CAB. PAN,32,"2"""
AUTORROSCANTE CAB. PAN,34,"2 1/2"""
AUTORROSCANTE CAB. PAN,36,"3"""
