TORNILLO CAB. WAFER ZINCADO,13,4.2 X 13
TORNILLO CAB. WAFER ZINCADO,16,4.2 X 16
TORNILLO CAB. WAFER ZINCADO,19,4.2 X 19
TORNILLO CAB. WAFER ZINCADO,25,4.2 X 25
TORNILLO CAB. WAFER ZINCADO,32,4.2 X 32
TORNILLO CAB. WAFER ZINCADO,38,4.2 X 38
