PERNO SOCKET PULGADA CAB. AVELLANADA UNC - GR. 8,02,"1/2"""
PERNO SOCKET PULGADA CAB. AVELLANADA UNC - GR. 8,021,"5/8"""
PERNO SOCKET PULGADA CAB. AVELLANADA UNC - GR. 8,03,"3/4"""
PERNO SOCKET PULGADA CAB. AVELLANADA UNC - GR. 8,04,"1"""
PERNO SOCKET PULGADA CAB. AVELLANADA UNC - GR. 8,05,"1 1/4"""
PERNO SOCKET PULGADA CAB. AVELLANADA UNC - GR. 8,06,"1 1/2"""
PERNO SOCKET PULGADA CAB. AVELLANADA UNC - GR. 8,08,"2"""
PERNO SOCKET PULGADA CAB. AVELLANADA UNC - GR. 8,10,"2 1/2"""
PERNO SOCKET PULGADA CAB. AVELLANADA UNC - GR. 8,12,"3"""
