"STOVE BOLT MÉTRICO CAB. FLAT PHILLIPS",06,5
"STOVE BOLT MÉTRICO CAB. FLAT PHILLIPS",08,10
"STOVE BOLT MÉTRICO CAB. FLAT PHILLIPS",10,12
"STOVE BOLT MÉTRICO CAB. FLAT PHILLIPS",12,16
"STOVE BOLT MÉTRICO CAB. FLAT PHILLIPS",15,20
"STOVE BOLT MÉTRICO CAB. FLAT PHILLIPS",17,25
