AUTORROSCANTE CAB. FLAT PHILLIPS,04,"1/4"""
AUTORROSCANTE CAB. FLAT PHILLIPS,06,"3/8"""
AUTORROSCANTE CAB. FLAT PHILLIPS,08,"1/2"""
AUTORROSCANTE CAB. FLAT PHILLIPS,10,"5/8"""
AUTORROSCANTE CAB. FLAT PHILLIPS,12,"3/4"""
AUTORROSCANTE CAB. FLAT PHILLIPS,16,"1"""
AUTORROSCANTE CAB. FLAT PHILLIPS,24,"1 1/4"""
AUTORROSCANTE CAB. FLAT PHILLIPS,26,"1 1/2"""
AUTORROSCANTE CAB. FLAT PHILLIPS,32,"2"""
