"PERNO SOCKET BUTTON PULGADA UNC - AC. INOX 304,02,"1/2"""
"PERNO SOCKET BUTTON PULGADA UNC - AC. INOX 304,03,"3/4"""
"PERNO SOCKET BUTTON PULGADA UNC - AC. INOX 304,04,"1"""
"PERNO SOCKET BUTTON PULGADA UNC - AC. INOX 304,05,"1 1/4"""
"PERNO SOCKET BUTTON PULGADA UNC - AC. INOX 304,06,"1 1/2"""
