DELETE,TUERCA MARIPOSA,,
,PULGADA,,
,,,E0900
,CÓD.,Ø,UNC
,03,"Ø 3/16""",$3.16
,,,65 CTO
,04,"Ø 1/4""",$3.74
,,,50 CTO
,05,"Ø 5/16""",$5.59
,,,30 CTO
,06,"Ø 3/8""",$8.68
,,,20 CTO
,08,"Ø 1/2""",$15.62
,,,15 CTO
,PRECIO DE VENTA POR CIENTO (INCLUYE IGV),,
