DELETE,ARANDELA PLANA ESTÁNDAR MÉTRICA TROPICALIZADO,,,,,
,,16,18,20,22,24
,CÓD.,,,,,
,M1209,$6.04,$8.24,$9.59,$8.93,$16.47
,,CTO,CTO,CTO,CTO,CTO
,PRECIO DE VENTA POR CIENTO (INCLUYE IGV),,,,,
