ARANDELA PLANA PESADA ALA CORTA,,,,,,
,,E1112,,DIMENSIONES,,
CÓD.,Ø,"ZINCADO KG.",CANT. X KG.,Ø INT.,Ø EXT.,ESP.
08,"1/2""",,,13.50,27.00,3.00
,,25 KGS,,,,
PRECIO DE VENTA POR KG. SON APROXIMADOS (INCLUYE IGV),,,,,,
