ARANDELA PLANA PESADA ALA CORTA,,,,,,
,,E1113,,DIMENSIONES,,
CÓD.,Ø,"ZINCADO CIENTO",CANT.,Ø INT.,Ø EXT.,ESP.
08,"1/2""",,,13.50,27.00,3.00
,,0 CTO,,,,
PRECIO DE VENTA POR KG. SON APROXIMADOS (INCLUYE IGV),,,,,,
