Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,PASADOR DE FIERRO PARA HORQUILLA,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
,Ø,,"1/8""",,"5/32"" 3/16""",,"1/4""",,"5/16""",
LARGO,,,,EMP.,EMP. EMP.,,,EMP.,,EMP.
,CÓD.,E7001,,,E7001 E7003,E7004,,,E7005,
,,,,(uds.),(uds.) (uds.),,,(uds.),,(uds.)
