AB4K000001,Marca: Scania,Unnamed: 0,AB4K000002,Marca: Volvo
,Modelo: Serie 4/P/G/R/T,,,"Modelo: B12/R, B10B/BLE, B12,"
,Dim.: Ø10 x Ø55 x 70 mm.,,,FL7
,Dureza: Shore 70A,,,Dim.: Ø13 x Ø40 x 50 mm.
,EMP.,,,EMP.
,CAJA P. V.,,,CAJA P. V.
,(uds.),,,(uds.)
,1 10 PZA $9.98,,,10 50 PZA $5.76
Imagen referencial,PRECIO DE VENTA POR UNIDAD,,Imagen referencial,PRECIO DE VENTA POR UNIDAD
AB4K000003,"Marca: Scania, MAN",,AB4K000004,Marca: Volvo
