"STOVE BOLT MÉTRICO CAB. FLAT
 PHILLIPS", , , , 
 CÓD., LARGO,M7305 Ø M5,M7306 Ø M6,M7308 Ø M8
06 ,5 ,$18.49 13.5 MLL, , 
08 ,10 ,$22.96 10.8 MLL,$30.46 6 MLL, 
10 ,12 ,$26.95 9.1 MLL,$33.84 5 MLL,$73.80 3 MLL
12 ,16 ,$32.31 7.5 MLL,$47.90 4 MLL,$84.87 2.5 MLL
15 ,20 , ,$54.45 2.5 MLL,$98.46 2.5 MLL
17 ,25 , , ,$113.93 2 MLL
PRECIO DE VENTA POR MILLAR (INCLUYE IGV),,,,
