TUERCA HEXAGONAL PULGADA UNC - AC. INOX 304,,,,,,,,,,
 , , 04, 05, 06, 07, 08, 10, 12, 14, 16
CÓD. I4E0220, ,"Ø 1/4""" $5.76,"Ø 5/16""" $8.46,"Ø 3/8""" $11.46,"Ø 7/16""" $20.28,"Ø 1/2""" $26.67,"Ø 5/8""" $53.97,"Ø 3/4""" $90.86,"Ø 7/8""" $150.77,"Ø 1""" $218.23
 ARANDELA PLANA PULGADA - AC. INOX 304, ,90 CTO ,50 CTO ,40 CTO ,22 CTO ,15 CTO ,6 CTO ,4 CTO ,3 CTO ,1.5 CTO 
 CÓD., ,04 "Ø 1/4""",05 "Ø 5/16""",06 "Ø 3/8""",07 "Ø 7/16""",08 "Ø 1/2""",10 "Ø 5/8""",12 "Ø 3/4""",14 "Ø 7/8""",16 "Ø 1"""
I4E1210 , ,$3.26 150 CTO,$3.72 120 CTO,$5.18 90 CTO,$6.45 60 CTO,$12.60 40 CTO,$18.51 25 CTO,$31.90 11 CTO,$45.54 8 CTO,$65.74 6.5 CTO
ARANDELA PRESIÓN PULGADA - AC. INOX 304 , , 04, 05, 06, 07, 08, 10, 12, 14, 16
CÓD. I4E1420, ,"Ø 1/4""" $1.92,"Ø 5/16""" $3.37,"Ø 3/8""" $5.56,"Ø 7/16""" $8.46,"Ø 1/2""" $11.09,"Ø 5/8""" $20.53,"Ø 3/4""" $32.86,"Ø 7/8""" $53.73,"Ø 1""" $79.37
 PRECIO DE VENTA POR CIENTO (INCLUYE IGV), ,250 CTO ,120 CTO ,80 CTO ,60 CTO ,40 CTO ,20 CTO ,15 CTO ,8 CTO ,4.6 CTO 
