"PERNO FLANGE MÉTRICO RC - CL. 5.8
 TROPICALIZADO", , , , 
 CÓD., LARGO,M3005 Ø M5,M3006 Ø M6,M3008 Ø M8
05 ,10 ,$2.19 80 CTO, , 
06 ,12 ,$2.40 74 CTO,$3.96 45 CTO, 
07 ,15 , ,$4.22 40 CTO, 
08 ,15 , , ,$7.92 20 CTO
10 ,20 , ,$4.85 32 CTO,$8.44 18 CTO
12 ,25 , ,$5.35 30 CTO,$9.37 16 CTO
15 ,30 , ,$5.91 24 CTO,$10.30 15 CTO
17 ,35 , , ,$11.46 13 CTO
20 ,40 , ,$6.80 21 CTO,$11.93 12 CTO
25 ,50 , , ,$14.71 9 CTO
PRECIO DE VENTA POR CIENTO (INCLUYE IGV),,,,
