"PERNO HEX. MÉT. RC - CL.
 10.9 PAVONADO
HEX. 14 MM." , , M2760, M2690
CÓD. 05,LARGO 25,M10 X 1.25 $17.51,M10 X 1.50 $16.73
 06, 30,10 CTO $18.35,10 CTO $18.77
 07, 35,8 CTO $19.36,8 CTO 
 08, 40,8.5 CTO $21.36, 
 09, 45,7.5 CTO $23.43, 
 10, 50,CTO $25.20, 
 12, 60,6.5 CTO $29.11, 
 PRECIO DE VENTA POR CIENTO (INCLUYE IGV), ,5.5 CTO , 
