"PERNO HEXAGONAL MÉTRICO RC - AC.
 INOX 304", , , , 
 CÓD., LARGO,I4M3220 Ø M20,I4M3224 Ø M24,I4M3230 Ø M30
16 ,80 ,$374.92 1 CTO,$599.56 0.65 CTO, 
18 ,90 ,$427.63 1 CTO,$650.68 0.6 CTO, 
20 ,100 ,$450.90 0.9 CTO,$665.24 0.55 CTO, 
22 ,110 , ,$720.04 0.55 CTO, 
24 ,120 ,$516.51 0.7 CTO,$745.32 0.5 CTO,"$1 0.3 CTO
26 ,130 , , ,"$1 0.25 CTO
28 ,140 , ,$890.76 0.45 CTO, 
30 ,150 , ,$944.85 0.4 CTO, 
32 ,160 , , , 
36 ,180 , , , 
PRECIO DE VENTA POR CIENTO (INCLUYE IGV),,,,
