"TUERCAS DE RUEDA - LÍNEA PESADA","","",""
"DINA® DINA® DINA® DINA® DINA®","DINA®","",""
"TCA. TCA. TCA. CHUPÓN TCA. CÓNICA TCA.","","",""
"","TCA. CAMP","",""
"CÓNICA DELANTERA POS. POS. SOMBRERO","","",""
"","Imagen referencial","",""
"TUERCA DE RUEDA LÍNEA PESADA","","",""
"HEX H","EMP.","",""
"CÓDIGO DESCRIPCIÓN ROSCA","CAJA","P. V.",""
"(mm.) (mm.)","(uds.)","",""
"A010012/13 TUERCA CÓNICA 5/8"" UNF R/L 27 22","25 480 PZA","$1.07",""
"A010010/11 TUERCA CÓNICA 3/4"" UNF R/L 27 23","25","$0.91",""
"A010033/34 TUERCA CÓNICA M16 X 1.50 R/L 32 20","25 360 PZA","$1.57",""
"A310850 TUERCA CÓNICA M18 X 1.50 30 27","5 200 PZA","$1.97",""
"A010818/19 TUERCA DELANTERA 3/4"" UNF R/L 38 24","25 100 PZA","$1.48",""
"A074032/33 TUERCA DELANTERA M16 X 1.50 R/L 35 22","5 150 PZA","$1.44",""
"A074030/31 TUERCA DELANTERA M18 X 1.50 R/L 35 22","5 150 PZA","$1.39",""
"A070416/17 TUERCA DELANTERA M18 X 1.50 R/L 41 25","5 150 PZA","$2.12",""
"A074020/21 TUERCA DELANTERA M19 X 1.50 R/L 38 25","5 125 PZA","$1.78",""
"A310032/33 TUERCA DELANTERA M20 X 1.50 R/L 41 25","5 125 PZA","$1.59",""
"A072110/11 TUERCA CHUPÓN P. 1 1/8"" UNF R/L 38 23","5 200 PZA","$2.04",""
"A075030/31 TUERCA CHUPÓN P. M25 X 1.50 R/L 35 23","5 100 PZA","$1.32",""
"A075014/15 TUERCA CHUPÓN P. M27 X 1.50 R/L 41 25","5 100 PZA","$2.11",""
"A075020/21 TUERCA CHUPÓN P. M28 X 1.50 R/L 38 25","5 200 PZA","$1.51",""
"A075010/11 TUERCA CHUPÓN P. M30 X 1.50 R/L 41 25","5 150 PZA","$1.55",""
"A310030/31 TUERCA CÓNICA P. M22 X 2.50 R/L 38 30","5 150 PZA","$1.73",""
"A310230/31 TUERCA CÓNICA P. M22 X 2.50 R/L 41 30","5 100 PZA","$2.11",""
"A310040/41 TUERCA CÓNICA P. M24 X 2.50 R/L 41 34","5 100 PZA","$2.09",""
"A310113 TUERCA SOMBRERO/ FLANGE 3/4"" UNC 27 25","5 200 PZA","$1.07",""
"A310308 TUERCA SOMBRERO/ FLANGE M18 X 1.50 24 21","5 200 PZA","$0.48",""
"A310112 TUERCA SOMBRERO/ FLANGE M18 X 1.50 27 22","5 350 PZA","$0.99",""
"A310111 TUERCA SOMBRERO/ FLANGE M18 X 2.00 27 25","5 200 PZA","$0.94",""
"A310309 TUERCA SOMBRERO/ FLANGE M20 X 1.50 27 25","5 240 PZA","$0.94",""
"A310310 TUERCA SOMBRERO/ FLANGE M20 X 1.50 30 25","5 200 PZA","$0.94",""
"A310060 TUERCA SOMBRERO/ FLANGE M20 X 2.00 27 25","5 200 PZA","$0.93",""
"A310110 TUERCA SOMBRERO/ FLANGE M20 X 2.00 27 25","5 150 PZA","$1.03",""
"A310312 TUERCA SOMBRERO/ FLANGE M22 X 1.50 30 25","5 150 PZA","$0.99",""
"A310510 TUERCA CAMPANA 3/4"" UNF 29 35","5 100 PZA","$1.73",""
"A310514 TUERCA CAMPANA 7/8"" UNF 32 35","5 100 PZA","$1.63",""
"A310517 TUERCA CAMPANA 7/8"" UNF 32 30","5 80 PZA","$1.70",""
"A310540 TUERCA CAMPANA 7/8""-11 32 32","5 125 PZA","$1.57",""
"A310544/45 TUERCA CAMPANA 7/8""-11 R/L 32 32","5 100 JGO","$1.57",""
"A310550 TUERCA CAMPANA M18 X 1.50 27 27","5 150 PZA","$1.48",""
"A310530 TUERCA CAMPANA M20 X 1.50 30 30","5 125 PZA","$1.58",""
"A310532 TUERCA CAMPANA M22 X 1.50 32 32","5 125 PZA","$1.78",""
"A310520/21 TUERCA CAMPANA M22 X 1.50 R/L 33 32","5 100 PZA","$1.72",""
"A310336 TUERCA CAMPANA M22 X 2.00 R/L 32 35","5 100 PZA","$1.92",""
"PRECIO DE VENTA POR UNIDAD (INC. IGV)","","",""
"Índice www.dina.com.pe","","","37"
