$8.47,$10.57,$14.10,,,,
,$11.84,$15.38,,,,
$10.54,$12.28,$16.30,$27.81,,$64.05,
$11.99,$14.90,$19.16,$31.40,,$69.43,
,$17.76,$23.13,$37.63,,,$205.57
,$20.93,$25.05,$41.30,$58.96,$82.26,
,$28.32,$31.84,$52.12,$76.24,$96.81,$269.21
,$33.02,$39.08,$64.27,$91.03,$118.32,$304.53
,,$48.16,$78.15,,$147.16,$362.61
,,,,,,
,,$58.92,$93.15,,$162.77,
,,$63.52,$103.33,,$174.95,
,,,,,,
,,,,,,
