,$8.24,$15.21,$24.30
$8.24,$9.55,$15.65,$25.24
,$10.95,$18.83,$26.57
$9.82,$14.07,$22.01,$29.25
$10.67,$15.16,$23.33,$33.71
$12.46,$15.88,$25.78,$39.39
$15.10,$18.71,$31.67,$43.84
,$23.54,$37.02,$53.97
,$27.00,$46.21,$63.83
,$32.96,$53.14,$72.79
,,$65.28,$94.58
,,$83.85,$113.52
