,,,,,,,,
$13.05,,,,,,,,
$13.92,$21.12,$28.85,,,,,,
$19.08,$24.91,$33.94,,$77.69,,,,
$23.60,$28.90,$41.45,,$87.89,,,,
$27.36,$34.67,$48.84,,$93.22,$190.44,,,
$35.14,$44.24,$58.06,,$118.26,$226.87,$303.05,,
$37.11,$54.00,$76.43,,$142.14,$252.07,$364.34,,
$50.45,$63.37,$83.27,,$182.52,$302.35,$414.65,$599.95,$778.01
,,,,,,,,
,,$96.52,,$210.44,$366.34,$442.74,,$884.19
$65.50,,$109.04,,$235.13,$430.90,$495.05,$765.74,$981.26
