$3.30,$2.83,$3.47,$3.89,,
$4.25,$5.31,$6.35,$6.74,$12.99,$18.49
$5.66,$7.08,$8.37,$9.02,$17.10,$24.80
$7.55,$9.20,$10.68,$12.02,$22.51,$32.70
$9.44,$11.33,$13.28,$14.33,$27.48,$40.58
,,$15.58,$16.98,$32.46,$48.25
,,$18.17,$19.80,$37.88,$57.04
,,,,,$64.70
,,,,$48.91,$72.15
