$3.29,$6.51,,,,
$3.63,$7.20,$13.91,$19.93,,
$4.20,$8.20,$14.69,$20.51,,
$5.09,$9.20,$16.19,$22.29,$35.42,$49.84
$6.09,$10.70,$17.69,$24.78,$40.05,$51.68
$6.63,$11.95,$20.00,$26.97,$42.31,$53.24
,$12.96,$21.81,$29.64,$46.52,$60.18
$8.32,$14.14,$23.62,$32.66,$47.33,$60.85
$9.46,$16.46,$27.44,$37.58,$54.27,$71.22
$9.81,$18.89,$31.19,$42.73,$61.63,$79.26
$12.44,$22.16,$34.62,$47.59,$72.79,$89.34
,$21.56,$38.93,$52.63,$80.66,$99.52
$15.14,$26.28,$41.75,$57.37,$88.00,$107.86
