$2.14,$3.56,$5.92,$6.61,,,
$2.83,$4.45,$7.89,$9.12,$17.79,,
$3.53,$5.64,$9.30,$10.48,$20.67,,
,,$11.00,$12.31,$24.24,$47.08,
,,,$15.32,$28.71,$47.08,$124.73
