$97.61,$126.47,$158.53,$223.56,$265.59
$110.31,$136.69,$179.74,$242.45,$287.19
$119.32,$155.17,$193.59,$256.71,$296.97
$133.45,$164.99,$204.90,$275.28,$312.09
$136.04,,$217.90,,
$144.21,$177.25,$231.46,$297.80,$352.34
$153.51,,$245.31,,
$170.79,$209.98,$264.58,$367.09,$431.81
$195.34,$226.29,$280.46,$397.73,$435.46
