,,,$12.15
,$4.27,,
$2.63,$5.04,$5.32,$13.90
,$6.42,$6.50,
,,$8.00,$18.97
,,$9.31,$27.62
,,$11.88,$28.84
,,$21.94,$30.39
,,$18.33,
