,
$0.59,$0.64
$1.05,$1.13
$1.62,$1.73
$2.48,$2.68
$3.36,$3.63
$4.40,$4.76
$6.09,$6.57
$9.70,$10.47
$15.47,$16.70
$22.02,$23.77
$33.62,
$42.75,
$45.80,
$71.25,
$80.16,
$91.60,
