$11.33,$18.42,,,
$13.65,$19.56,$36.06,,
$16.98,$23.25,,,
$17.13,$26.24,$46.21,,
$20.98,$31.79,$58.45,$108.34,
$26.74,$39.36,$69.11,$126.21,
$28.30,$43.19,$80.50,$273.94,
$33.91,,,,
,,$95.05,$358.40,
,,,,
,,$108.52,,
