$9.66,,$15.38,,,,,,
$10.83,$17.11,$18.00,$21.59,$21.66,,,,
$12.85,$20.53,$19.86,,$22.30,$36.51,,,
,,$19.94,,,$39.44,,,
,,$20.13,$28.53,$28.15,$43.06,$67.94,,
,,$24.21,,$32.49,$46.00,,,
,,$29.15,$35.58,,$49.43,,$114.86,
,,$30.08,,$40.64,$57.97,,$121.72,$163.63
,,,$45.03,$45.81,$65.61,$95.49,,
