$32.44,$54.13,,,
$36.14,,$90.72,,
,$64.46,,,
,$69.54,$107.23,$145.20,
,$75.31,$115.68,$162.43,$213.24
,,$123.66,$174.07,$233.79
,,$130.51,,$249.77
,,$164.26,,$304.02
