$180.20,$254.04,$373.89,$483.39,
$193.59,$284.83,,$534.47,
$211.70,$312.89,$478.60,$619.77,
$232.60,$358.27,,,
$254.04,$373.81,,,
$301.51,,,,
$309.17,,,,
