$4.72,$5.78,$8.97,$13.09,,,
$5.07,$6.73,,,,,
$5.90,$7.87,$10.18,$16.46,$27.55,,
$7.55,$11.17,$12.47,$19.40,$34.27,,
$9.09,$11.46,$15.80,$24.01,,,
$11.33,$15.02,$17.31,$26.38,$45.43,$88.28,
$15.10,$18.14,$25.12,$33.15,$57.87,$109.01,$196.97
,$22.79,$31.14,$44.92,$73.58,$145.05,$237.82
,$27.60,$37.56,$53.83,$87.03,$152.86,$280.76
