$4.11,$5.69,,,,,
$4.17,$6.62,$9.50,,,,
$4.70,$7.71,$11.15,$16.34,$23.41,,$41.39
$5.78,$9.11,$12.86,$18.88,$28.86,,
$6.64,$10.62,$15.19,$20.36,$31.87,$37.80,$47.68
,,$17.94,,,,
$8.84,$13.46,$19.29,$26.24,$37.06,$45.88,$56.97
$11.75,$16.32,$23.82,$32.38,$44.72,$55.46,$69.62
$12.80,$18.99,$27.68,$38.21,$52.07,$64.68,$79.78
,$21.35,$31.91,$43.61,$59.79,$73.96,$90.92
$17.94,$26.17,$36.75,$49.81,$67.33,$83.06,$102.46
,,$40.72,,$74.99,$100.30,$113.02
