,
,
$1.07,
$1.92,$3.26
$3.37,$3.72
$5.56,$5.18
$8.46,$6.45
$11.09,$12.60
$20.53,$18.51
$32.86,$31.90
$53.73,$45.54
$79.37,$65.74
