$3.06,,,,,
$3.23,,,,,
$3.35,$5.66,$8.56,,,
$3.65,$6.30,$9.40,$13.96,$20.06,
$4.64,$8.01,$11.04,$16.41,$23.77,
$4.98,$8.24,$12.24,$17.25,$24.84,$34.10
$6.53,$10.11,$15.10,$20.91,$30.14,$40.25
$7.84,$12.50,$18.29,$30.61,$35.02,$50.53
$10.63,$14.53,$21.78,$30.98,$42.43,$63.84
$10.68,$16.97,$25.49,$36.93,$49.10,$68.40
$12.50,$19.66,$28.77,$40.07,$55.55,$70.80
$12.72,$22.47,$32.63,$49.63,$59.18,
