$1.37,,,,,
$1.78,,,,,
$2.30,$1.98,$2.17,,,
$2.77,$2.64,$2.99,$3.22,,
$3.47,$2.91,$3.86,$5.10,$6.49,
$4.45,$3.58,$4.31,$5.61,$8.51,$16.25
,$4.94,$5.63,$6.89,$10.54,$16.27
,$6.18,$7.56,$10.34,$17.78,$24.99
,,$9.70,$13.35,$20.66,$31.74
,,,,$27.54,$41.26
,,,,$33.22,$49.98
