,,$40.72,,$74.99,$100.30,$113.02
,,$45.01,$60.98,$82.58,$102.22,$124.91
,,$50.86,,$88.77,,$136.11
,,$52.66,$74.87,$97.53,$120.84,$146.85
,,,,$111.73,,$170.23
,,$69.31,,$127.42,,$190.59
,,,,$147.43,,$212.35
,,$86.82,,$164.99,,$247.88
,,,,,,
,,,,,,
,,,,,,
,,,,,,
