,$27.13,$46.11,$63.24,$91.32,$116.73
,$31.82,$49.74,$67.68,$103.36,$127.35
,$33.08,$53.24,$75.98,$111.37,$135.07
,$36.07,$55.84,$81.40,$119.31,$146.79
,$38.49,$60.55,$82.38,$120.81,$149.02
,,,$88.36,,$161.64
,,$72.23,$102.49,$150.14,$180.52
,,$83.70,$113.56,$167.54,$197.31
,,,,,
,,,,,
,,,,,
,,,,,
