,,$41.57,,$51.41,,,$154.84,$194.04
,,$45.58,$55.70,$56.38,$79.95,,,
,,$51.15,$61.22,,$89.18,$132.86,$201.71,$239.84
,,,,,$94.91,$143.54,,
,,$59.48,$72.51,$69.77,$101.57,,$224.06,$265.08
,,$60.62,,,$101.69,,,
,,$68.48,,$88.74,$118.00,$180.50,$281.96,$318.55
,,$84.76,,,,,,
