$0.66,$1.22,
$1.18,$1.86,
$1.50,$2.80,$4.85
$2.27,,
$2.97,$4.96,$9.98
$4.76,,
$5.17,$8.12,
$7.08,$12.11,
$11.12,,
$13.33,$24.11,
