$3.86,$7.02,$4.67,$4.58,,
$4.50,$7.78,$5.07,$5.03,,
$5.14,$8.98,$6.23,$6.10,$8.48,$37.00
,$10.03,$7.28,$7.16,$9.85,
,,,$8.53,$11.45,$19.82
,,,,$13.15,$23.12
,,,,,$27.90
,,,$14.77,,
