$13.52,,,,,
$15.87,$27.15,,,,
,$29.37,$55.99,,,
$17.64,$31.21,$55.41,,,
$18.79,$32.97,$59.68,,,
,$34.60,$62.09,$98.05,,
,$37.06,$67.12,$105.22,,
,$39.41,$67.92,$107.65,$182.31,
,,$76.92,$115.16,$184.84,
,$44.92,$76.53,$121.80,,
,,,,$200.48,
,$49.30,$82.42,$125.16,,
,,$87.17,,$214.26,
,$54.45,$93.11,$147.31,$245.45,$637.34
,,,,$250.71,
,,$107.23,$165.44,$253.81,
,,$127.53,$193.78,,$590.71
,,,$211.59,$295.92,
,,,,,$648.06
,,,$247.09,$353.79,
,,,,$430.29,$819.36
