$46.33,,$94.74,,$169.02,$315.73,$477.44,$792.59,$966.62
$50.61,$69.04,$104.76,,$214.02,$317.35,$522.86,$799.58,$1105.59
$57.27,$82.26,$123.94,,$254.89,$413.40,$582.29,$924.95,$1230.03
,,,,,,,,
,,$148.61,,$290.32,$469.86,$662.29,$1113.20,$1479.35
,,$177.34,,$330.55,$530.71,$786.25,$1247.66,$1664.74
,,,,$369.82,$620.10,,,
,,,,$409.58,,,,$2132.38
