$1.99,,,,,,
$3.48,$2.61,,,,,
,,$3.91,,,,
$5.06,$3.91,$4.94,$7.36,,,
$6.96,$5.62,$7.58,$10.77,$13.00,$14.15,
$9.49,$7.39,$9.42,$14.18,$18.04,$20.11,$35.98
$11.39,$9.17,$12.13,$18.12,$20.11,$25.03,$47.97
$15.17,$12.41,$17.16,$24.01,$31.87,$38.95,$66.48
$19.60,$16.25,$22.10,$30.34,,$49.11,$88.90
,$19.21,$27.03,$35.99,$50.65,$60.31,$108.97
,,$37.43,$47.98,,$84.06,$150.16
,,,$61.62,,$107.13,$190.82
,,,,,$129.75,$231.75
