$3.00,,,
$4.61,$9.30,$14.87,$17.45
$7.21,$14.66,$21.63,$26.43
$10.73,$18.70,$32.18,$38.31
$14.61,,$43.83,$53.03
$19.25,$33.43,$59.68,$70.10
$29.04,$44.79,$76.62,$92.96
$36.39,,$96.51,$117.09
,$62.98,$132.18,$160.39
$53.73,$77.22,$156.48,$189.86
,$92.95,$291.11,
,$104.87,$7.80,
,$121.19,$11.81,
,$170.06,$17.13,$353.22
