$2.86,,
$5.64,,
$5.16,,$7.27
$5.39,,
$9.17,,
$7.71,,$11.15
$7.71,,$11.15
$10.94,,$15.72
$14.74,,$20.91
$20.72,,$33.48
,$35.90,
,$33.67,$41.18
,$41.51,$52.47
,$95.84,
,$57.63,$75.40
,$133.91,
