$2.38,
$3.33,
$5.37,$5.48
$6.91,$6.68
$12.91,$13.72
$18.81,$20.28
$26.41,$26.86
$35.31,$36.51
$56.56,$57.96
$85.47,$85.55
,
$135.74,
$201.15,
$352.67,
