,$48.04,$69.23,$68.89,$91.04,$132.02,,,,
,$51.99,$71.41,$78.82,$99.27,$141.59,$180.26,$224.44,,
,$66.17,,,$111.13,,,,,
,$75.04,,$93.07,$124.87,$171.68,$217.21,,,
,$88.33,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
