$4.34,$4.60,,,,
$5.43,$6.03,,,,
$6.79,$7.16,$8.19,$12.45,,
$8.13,$9.40,$10.21,$14.84,,
$9.90,$9.74,$12.97,$15.80,$18.97,
,$12.37,$13.87,$17.88,$26.96,
,,$17.46,$22.49,,
,,$19.03,$27.74,$34.02,$48.14
,,$25.32,$30.90,$52.00,
