$2.29,,,
$2.42,$2.97,$3.45,$4.89
$3.04,$3.48,$3.74,$5.20
$3.76,$4.17,$5.19,$6.35
$5.88,$5.02,$5.83,$7.27
,$5.69,$6.81,$9.72
,$6.62,$8.45,$10.71
,,,$12.70
,,,$13.39
,,,$16.14
