$3.43,$4.54
$3.73,$3.58
$4.37,$4.18
$5.45,$5.22
$8.52,$8.15
$9.24,$8.84
$12.98,$12.41
$17.04,$16.30
$21.81,$20.86
$25.96,$29.62
