$3.37,$4.72,$3.61,,
$3.89,$5.84,$4.33,$8.65,
$4.67,$6.63,$5.17,$9.79,$17.48
$5.71,$8.28,$6.84,$11.82,$22.44
$7.07,$9.62,$7.92,$14.16,$26.00
,$11.67,$8.18,$15.28,$25.45
,$13.53,$11.14,$18.17,$32.67
,$15.86,$11.06,,$33.10
,$17.50,$12.98,$23.68,$37.75
,,,,$45.55
