$0.34,$0.77
$0.51,$0.96
$0.83,$1.06
$1.94,$1.65
$3.63,$3.39
$5.32,$6.31
$8.94,$12.39
$13.20,$16.67
$20.31,$21.62
$24.63,$27.48
$37.32,$31.74
$64.98,$38.82
