$8.57,$12.78,$10.81
$11.51,$14.76,$13.90
$12.44,$16.33,$16.30
$12.92,$16.96,$16.84
$15.23,$20.36,$19.55
$15.54,$19.80,$21.09
$21.69,$28.24,
$25.38,$31.69,
