"TUERCA CUADRADA DE ZAPATA PULGADA
UNF",,,
Ø,CÓDIGO,P. V.,EMP.
"1/2""",C6S3419,$47.71,5 CTO
"9/16""",C7K2017,$85.55,3.5 CTO
"5/8""",C1M1408,$105.67,2.5 CTO
"3/4""",C1S1860,$117.13,1.8 CTO
"7/8""",C2S2140,$208.33,1.5 CTO
"1""",C1S6421,$297.73,0.8 CTO
PRECIO DE VENTA POR CIENTO (INCLUYE IGV),,,
