80 CTO,,
74 CTO,45 CTO,
,40 CTO,
,,20 CTO
,32 CTO,18 CTO
,30 CTO,16 CTO
,24 CTO,15 CTO
,,13 CTO
,21 CTO,12 CTO
,,9 CTO
